id,style,part,thing,color,price,sex,season
1,повседневный,1,топ,фиолетовый,999,f,зима
1,повседневный,1,топ,фиолетовый,999,f,лето
1,повседневный,1,топ,фиолетовый,999,f,демисезон
1,спортивный,1,топ,фиолетовый,999,f,зима
1,спортивный,1,топ,фиолетовый,999,f,лето
1,спортивный,1,топ,фиолетовый,999,f,демисезон
1,вечерний,1,топ,фиолетовый,999,f,зима
1,вечерний,1,топ,фиолетовый,999,f,лето
1,вечерний,1,топ,фиолетовый,999,f,демисезон
1,повседневный,1,топ,фиолетовый,999,f,зима
1,повседневный,1,топ,фиолетовый,999,f,лето
1,повседневный,1,топ,фиолетовый,999,f,демисезон
1,спортивный,1,топ,фиолетовый,999,f,зима
1,спортивный,1,топ,фиолетовый,999,f,лето
1,спортивный,1,топ,фиолетовый,999,f,демисезон
1,вечерний,1,топ,фиолетовый,999,f,зима
1,вечерний,1,топ,фиолетовый,999,f,лето
1,вечерний,1,топ,фиолетовый,999,f,демисезон
1,повседневный,1,топ,фиолетовый,999,f,зима
1,повседневный,1,топ,фиолетовый,999,f,лето
1,повседневный,1,топ,фиолетовый,999,f,демисезон
1,спортивный,1,топ,фиолетовый,999,f,зима
1,спортивный,1,топ,фиолетовый,999,f,лето
1,спортивный,1,топ,фиолетовый,999,f,демисезон
1,вечерний,1,топ,фиолетовый,999,f,зима
1,вечерний,1,топ,фиолетовый,999,f,лето
1,вечерний,1,топ,фиолетовый,999,f,демисезон
2,повседневный,1,топ,серый,1599,f,зима
2,повседневный,1,топ,серый,1599,f,лето
2,повседневный,1,топ,серый,1599,f,демисезон
2,спортивный,1,топ,серый,1599,f,зима
2,спортивный,1,топ,серый,1599,f,лето
2,спортивный,1,топ,серый,1599,f,демисезон
2,вечерний,1,топ,серый,1599,f,зима
2,вечерний,1,топ,серый,1599,f,лето
2,вечерний,1,топ,серый,1599,f,демисезон
2,повседневный,1,топ,серый,1599,f,зима
2,повседневный,1,топ,серый,1599,f,лето
2,повседневный,1,топ,серый,1599,f,демисезон
2,спортивный,1,топ,серый,1599,f,зима
2,спортивный,1,топ,серый,1599,f,лето
2,спортивный,1,топ,серый,1599,f,демисезон
2,вечерний,1,топ,серый,1599,f,зима
2,вечерний,1,топ,серый,1599,f,лето
2,вечерний,1,топ,серый,1599,f,демисезон
2,повседневный,1,топ,серый,1599,f,зима
2,повседневный,1,топ,серый,1599,f,лето
2,повседневный,1,топ,серый,1599,f,демисезон
2,спортивный,1,топ,серый,1599,f,зима
2,спортивный,1,топ,серый,1599,f,лето
2,спортивный,1,топ,серый,1599,f,демисезон
2,вечерний,1,топ,серый,1599,f,зима
2,вечерний,1,топ,серый,1599,f,лето
2,вечерний,1,топ,серый,1599,f,демисезон
3,повседневный,1,топ с длинным рукавом,медный,1449,f,зима
3,повседневный,1,топ с длинным рукавом,медный,1449,f,лето
3,повседневный,1,топ с длинным рукавом,медный,1449,f,демисезон
3,спортивный,1,топ с длинным рукавом,медный,1449,f,зима
3,спортивный,1,топ с длинным рукавом,медный,1449,f,лето
3,спортивный,1,топ с длинным рукавом,медный,1449,f,демисезон
3,вечерний,1,топ с длинным рукавом,медный,1449,f,зима
3,вечерний,1,топ с длинным рукавом,медный,1449,f,лето
3,вечерний,1,топ с длинным рукавом,медный,1449,f,демисезон
3,повседневный,1,топ с длинным рукавом,медный,1449,f,зима
3,повседневный,1,топ с длинным рукавом,медный,1449,f,лето
3,повседневный,1,топ с длинным рукавом,медный,1449,f,демисезон
3,спортивный,1,топ с длинным рукавом,медный,1449,f,зима
3,спортивный,1,топ с длинным рукавом,медный,1449,f,лето
3,спортивный,1,топ с длинным рукавом,медный,1449,f,демисезон
3,вечерний,1,топ с длинным рукавом,медный,1449,f,зима
3,вечерний,1,топ с длинным рукавом,медный,1449,f,лето
3,вечерний,1,топ с длинным рукавом,медный,1449,f,демисезон
3,повседневный,1,топ с длинным рукавом,медный,1449,f,зима
3,повседневный,1,топ с длинным рукавом,медный,1449,f,лето
3,повседневный,1,топ с длинным рукавом,медный,1449,f,демисезон
3,спортивный,1,топ с длинным рукавом,медный,1449,f,зима
3,спортивный,1,топ с длинным рукавом,медный,1449,f,лето
3,спортивный,1,топ с длинным рукавом,медный,1449,f,демисезон
3,вечерний,1,топ с длинным рукавом,медный,1449,f,зима
3,вечерний,1,топ с длинным рукавом,медный,1449,f,лето
3,вечерний,1,топ с длинным рукавом,медный,1449,f,демисезон
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,зима
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,лето
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,зима
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,лето
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,зима
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,лето
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,зима
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,лето
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,зима
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,лето
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,зима
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,лето
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,зима
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,лето
4,повседневный,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,зима
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,лето
4,спортивный,1,топ с длинным рукавом,персиковый,1349,f,демисезон
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,зима
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,лето
4,вечерний,1,топ с длинным рукавом,персиковый,1349,f,демисезон
5,повседневный,1,топ на пуговицах,коричневый,1599,f,зима
5,повседневный,1,топ на пуговицах,коричневый,1599,f,лето
5,повседневный,1,топ на пуговицах,коричневый,1599,f,демисезон
5,вечерний,1,топ на пуговицах,коричневый,1599,f,зима
5,вечерний,1,топ на пуговицах,коричневый,1599,f,лето
5,вечерний,1,топ на пуговицах,коричневый,1599,f,демисезон
5,повседневный,1,топ на пуговицах,коричневый,1599,f,зима
5,повседневный,1,топ на пуговицах,коричневый,1599,f,лето
5,повседневный,1,топ на пуговицах,коричневый,1599,f,демисезон
5,вечерний,1,топ на пуговицах,коричневый,1599,f,зима
5,вечерний,1,топ на пуговицах,коричневый,1599,f,лето
5,вечерний,1,топ на пуговицах,коричневый,1599,f,демисезон
5,повседневный,1,топ на пуговицах,коричневый,1599,f,зима
5,повседневный,1,топ на пуговицах,коричневый,1599,f,лето
5,повседневный,1,топ на пуговицах,коричневый,1599,f,демисезон
5,вечерний,1,топ на пуговицах,коричневый,1599,f,зима
5,вечерний,1,топ на пуговицах,коричневый,1599,f,лето
5,вечерний,1,топ на пуговицах,коричневый,1599,f,демисезон
6,вечерний,1,туника,коричневый,1099,f,зима
6,вечерний,1,туника,коричневый,1099,f,лето
6,вечерний,1,туника,коричневый,1099,f,демисезон
6,вечерний,1,туника,коричневый,1099,f,зима
6,вечерний,1,туника,коричневый,1099,f,лето
6,вечерний,1,туника,коричневый,1099,f,демисезон
6,вечерний,1,туника,коричневый,1099,f,зима
6,вечерний,1,туника,коричневый,1099,f,лето
6,вечерний,1,туника,коричневый,1099,f,демисезон
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,повседневный,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,классический,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,зима
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,лето
7,вечерний,1,рубашка с длинным рукавом,фиолетовый,1049,u,демисезон
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,повседневный,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,классический,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,зима
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,лето
8,вечерний,1,рубашка с длинным рукавом,голубой,1149,u,демисезон
9,повседневный,1,футболка,фиолетовый,1099,u,зима
9,повседневный,1,футболка,фиолетовый,1099,u,лето
9,повседневный,1,футболка,фиолетовый,1099,u,демисезон
9,спортивный,1,футболка,фиолетовый,1099,u,зима
9,спортивный,1,футболка,фиолетовый,1099,u,лето
9,спортивный,1,футболка,фиолетовый,1099,u,демисезон
9,повседневный,1,футболка,фиолетовый,1099,u,зима
9,повседневный,1,футболка,фиолетовый,1099,u,лето
9,повседневный,1,футболка,фиолетовый,1099,u,демисезон
9,спортивный,1,футболка,фиолетовый,1099,u,зима
9,спортивный,1,футболка,фиолетовый,1099,u,лето
9,спортивный,1,футболка,фиолетовый,1099,u,демисезон
9,повседневный,1,футболка,фиолетовый,1099,u,зима
9,повседневный,1,футболка,фиолетовый,1099,u,лето
9,повседневный,1,футболка,фиолетовый,1099,u,демисезон
9,спортивный,1,футболка,фиолетовый,1099,u,зима
9,спортивный,1,футболка,фиолетовый,1099,u,лето
9,спортивный,1,футболка,фиолетовый,1099,u,демисезон
10,повседневный,1,футболка v-вырез,чёрный,849,u,зима
10,повседневный,1,футболка v-вырез,чёрный,849,u,лето
10,повседневный,1,футболка v-вырез,чёрный,849,u,демисезон
10,спортивный,1,футболка v-вырез,чёрный,849,u,зима
10,спортивный,1,футболка v-вырез,чёрный,849,u,лето
10,спортивный,1,футболка v-вырез,чёрный,849,u,демисезон
10,повседневный,1,футболка v-вырез,чёрный,849,u,зима
10,повседневный,1,футболка v-вырез,чёрный,849,u,лето
10,повседневный,1,футболка v-вырез,чёрный,849,u,демисезон
10,спортивный,1,футболка v-вырез,чёрный,849,u,зима
10,спортивный,1,футболка v-вырез,чёрный,849,u,лето
10,спортивный,1,футболка v-вырез,чёрный,849,u,демисезон
10,повседневный,1,футболка v-вырез,чёрный,849,u,зима
10,повседневный,1,футболка v-вырез,чёрный,849,u,лето
10,повседневный,1,футболка v-вырез,чёрный,849,u,демисезон
10,спортивный,1,футболка v-вырез,чёрный,849,u,зима
10,спортивный,1,футболка v-вырез,чёрный,849,u,лето
10,спортивный,1,футболка v-вырез,чёрный,849,u,демисезон
11,повседневный,1,футболка без рукавов,медный,1199,u,зима
11,повседневный,1,футболка без рукавов,медный,1199,u,лето
11,повседневный,1,футболка без рукавов,медный,1199,u,демисезон
